id,sess,key,block,auc,std_wtw,init_wtw,auc1,auc2,auc3,auc4,std_wtw1,std_wtw2,std_wtw3,std_wtw4,sell_RT_median,sell_RT_mean,sell_RT_se,condition
s0003,2,"('s0003', 2)",1,4.30454139643658,1.7510282339884513,3.021,4.239102941176471,4.207031578947369,4.09360294117647,4.650446153846154,1.3542661366270954,4.207031578947369,1.4840936684434842,1.2110920060427248,0.783,0.8037878787878787,0.028867732272427952,LP
s0003,2,"('s0003', 2)",2,7.773984095011003,3.4284223737761477,,6.795893797519008,8.976219251336898,7.7823462315462315,8.04032,3.081772076786155,8.976219251336898,4.15597393417076,2.009522544685677,0.7464999999999999,0.751391304347826,0.02996734956488663,HP
s0005,2,"('s0005', 2)",1,5.547786813186813,1.3070660230521325,8.773,5.799153846153846,6.2568,5.318615384615384,4.564909090909091,1.2853078557387212,6.2568,1.0038750871161932,1.0159612961977937,0.694,0.773126984126984,0.016938203632158002,LP
s0005,2,"('s0005', 2)",2,8.533176071055383,2.6488378961918686,,6.909357142857143,7.879666666666668,9.816166666666666,11.1498,2.181013512997467,7.879666666666668,1.1093306415231763,1.7004,0.724,0.8771395348837208,0.06543465838119636,HP
s0006,2,"('s0006', 2)",1,5.916823426573426,2.0490905850681256,11.786,7.705619047619049,5.473246031746031,5.570240384615385,4.791116883116883,2.546379109473096,5.473246031746031,1.3070929098222304,0.7592767401656124,0.763,0.8328166666666672,0.024906675718978845,LP
s0006,2,"('s0006', 2)",2,9.57897629173927,2.9944824027900308,,8.586448717948718,8.251257918552035,12.0,9.195375,2.5525033709886875,8.251257918552035,0.0,2.956625861412803,0.7895000000000001,0.9319615384615385,0.06730297764552831,HP
s0007,2,"('s0007', 2)",1,4.250002270699861,1.0691598319447544,8.649,4.670357142857143,4.5142500000000005,3.8489147727272734,3.8954230769230773,1.6820805827113912,4.5142500000000005,0.6070316597329418,0.3621795318810955,0.723,0.7685079365079367,0.013773788337197227,LP
s0007,2,"('s0007', 2)",2,7.41454961043818,2.690324822379655,,4.712053977272728,7.218357142857144,9.185142857142857,11.3965,1.1119522757581488,7.218357142857144,2.1225192463250853,1.349467024421123,0.722,0.7310714285714285,0.017882470700141855,HP
s0008,2,"('s0008', 2)",1,4.546821271929826,0.9524424833369463,5.739,5.666267045454546,4.284785714285714,4.106923076923077,3.936642857142857,0.750710975315702,4.284785714285714,0.32216251549572406,0.08421792067764029,0.709,0.7556666666666666,0.016364117102558067,LP
s0008,2,"('s0008', 2)",2,6.682422545726016,1.185023735030708,,6.34447963800905,7.127249999999999,7.081659090909091,6.6219,2.2019976133966166,7.127249999999999,0.814317336601698,1.071361045586407,0.742,0.8181842105263156,0.0589405524168297,HP
s0009,2,"('s0009', 2)",1,2.888678037007241,0.4830476416413413,2.22,2.707294997662459,2.9598000000000004,3.060066666666667,2.88921164021164,0.5595527679076865,2.9598000000000004,0.47585774718455054,0.4341882990338922,0.711,0.7705438596491234,0.02254793560225244,LP
s0009,2,"('s0009', 2)",2,3.6074664933281,0.9682645081926206,,3.166923076923077,3.0589565217391304,4.041660869565217,4.445305921052632,0.780917651675402,3.0589565217391304,0.7777791056363377,1.14691334124831,0.735,0.828235294117647,0.061863032625452084,HP
