id,sess,key,block,auc,std_wtw,init_wtw,sell_RT_median,sell_RT_mean,sell_RT_se,condition,auc1,auc2,std_wtw1,std_wtw2
s0086,1,"('s0086', 1)",1,11.208026979472141,2.442773126792345,12.0,0.726,0.7644032258064517,0.012316276458618042,LP,12.0,10.366884375,0.0,3.2764329521227595
s0086,1,"('s0086', 1)",2,11.629078947368422,1.4806538808310141,,0.78,0.882864406779661,0.053533867892802095,HP,11.680545454545454,11.573923076923078,1.463924635643165,1.4759737574036935
s0087,1,"('s0087', 1)",1,8.145724702234594,4.162628556562816,12.0,0.772,1.3245714285714283,0.1806264908482924,LP,9.288380512820513,7.234427244268077,3.7943757582370745,4.248908233706663
s0087,1,"('s0087', 1)",2,11.28057718894009,2.63818778653781,,0.905,1.2259649122807015,0.12387153902702899,HP,10.9455,11.631857142857141,3.2790436963389187,1.646384908004846
s0088,1,"('s0088', 1)",1,4.662330924915671,1.5343261470707483,3.26,0.67,0.7548032786885248,0.020467484844564388,LP,5.495684313725491,3.9356658653846153,1.7555831469808238,0.766629700369529
s0088,1,"('s0088', 1)",2,10.791465712745218,2.1950988340111937,,0.69,0.7802807017543859,0.022044008061242005,HP,9.81401758152174,11.744875,2.4475851536105107,0.6749973032353538
s0090,1,"('s0090', 1)",1,2.642829033998921,0.72682216303946,5.211,0.695,0.7615423728813564,0.034770237944687574,LP,2.6067355371900827,2.6830183908045973,0.9281707238994615,0.4424234077130523
s0090,1,"('s0090', 1)",2,7.079715994268074,4.9699833353154625,,0.708,0.7809111111111111,0.02519991813081395,HP,4.505541396103895,11.589321428571429,3.9524556748954076,2.1339484538822697
s0091,1,"('s0091', 1)",1,4.755283596331983,1.9999627685368664,6.402,0.7035,0.9200892857142856,0.067631072083883,LP,5.176796957671956,4.319167392676768,2.229386578272101,1.6304706036323495
s0091,1,"('s0091', 1)",2,4.475586773789976,1.5675962312675957,,0.717,0.7842962962962964,0.035827502246003985,HP,5.121240354767184,3.8629177489177486,1.7698621439955242,0.9816959977992801
s0092,1,"('s0092', 1)",1,6.9303654177909495,1.766905938646037,8.595,0.741,0.8407592592592592,0.03325167915750541,LP,7.505713450292398,6.353851851851852,1.728387303897836,1.6122040530304098
s0092,1,"('s0092', 1)",2,7.684117565309702,3.06376366743357,,0.6845,0.6730681818181817,0.024891487594696598,HP,8.36954158399471,6.9519567370129876,3.4990053879981406,2.3997825225689544
